31	Jaren Jackson Jr.	25	MEM	C	49	49	29.6	8.4	16.9	.499	2.0	5.4	.370	6.4	11.5	.560	.559	4.5	5.8	.784	1.4	4.7	6.1	2.2	1.3	1.6	2.2	3.3	23.4	
32	Zion Williamson	24	NOP	PF	15	15	28.4	8.9	17.1	.518	0.1	0.7	.182	8.7	16.4	.533	.521	5.4	8.3	.648	2.9	4.9	7.9	4.9	1.2	1.1	3.1	2.7	23.3	
33	Jaylen Brown	28	BOS	SF	45	45	35.4	8.6	18.6	.462	2.0	6.0	.327	6.6	12.6	.527	.516	4.0	5.4	.744	1.4	4.7	6.1	4.8	1.2	0.3	2.6	2.6	23.2	
34	Trae Young	26	ATL	PG	47	47	36.1	7.1	17.5	.406	2.9	8.6	.341	4.2	8.9	.469	.490	6.1	7.1	.856	0.5	2.7	3.2	11.5	1.3	0.2	4.7	2.0	23.2	
35	Stephen Curry	36	GSW	PG	42	42	32.0	7.6	17.7	.431	4.2	10.9	.389	3.4	6.8	.500	.551	3.2	3.4	.944	0.5	4.0	4.5	6.1	1.1	0.5	2.9	1.3	22.7	
36	Trey Murphy III	24	NOP	SF	35	33	35.3	7.7	16.1	.475	3.3	8.6	.383	4.4	7.5	.580	.577	4.1	4.6	.894	0.9	4.1	5.0	3.2	1.2	0.8	1.6	2.3	22.7	
37	Paolo Banchero	22	ORL	PF	19	19	33.4	7.9	18.6	.428	1.5	5.3	.290	6.4	13.3	.482	.469	4.9	7.7	.633	1.2	6.0	7.2	4.9	0.7	0.8	3.1	2.2	22.3	
38	Brandon Ingram	27	NOP	SF	18	18	33.1	8.6	18.5	.465	2.4	6.4	.374	6.2	12.1	.514	.530	2.6	3.1	.855	0.9	4.6	5.6	5.2	0.9	0.6	3.8	2.5	22.2	
39	CJ McCollum	33	NOP	PG	38	38	33.4	8.2	18.4	.448	3.1	8.2	.375	5.2	10.2	.506	.531	2.4	3.4	.721	0.7	2.9	3.6	3.8	0.8	0.5	1.7	2.3	22.0	
40	Darius Garland	25	CLE	PG	49	49	30.3	7.8	15.7	.499	3.0	6.9	.429	4.8	8.7	.555	.595	3.2	3.7	.878	0.6	2.0	2.5	6.8	1.1	0.2	2.5	2.1	21.8	
41	DeMar DeRozan	35	SAC	SF	46	46	35.8	8.1	16.6	.487	0.9	2.7	.328	7.2	13.9	.518	.514	4.6	5.4	.859	0.5	3.2	3.7	3.7	1.1	0.5	1.3	2.0	21.7	
42	RJ Barrett	24	TOR	SF	41	41	33.3	8.1	17.3	.470	1.8	5.2	.349	6.3	12.0	.522	.523	3.5	5.4	.655	1.0	5.6	6.6	5.7	0.8	0.3	3.0	2.6	21.6	
43	Jalen Green	22	HOU	SG	51	51	33.2	7.5	17.6	.427	2.8	8.1	.350	4.7	9.5	.493	.508	3.5	4.1	.862	0.6	3.8	4.4	2.9	0.9	0.3	2.5	1.6	21.5	
